set,instance,H0,H1,S0,S1,C0,C1,H0||C0,H0||C1,H1||C0,H1||C1,S0||C0,S0||C1,S1||C0,S1||C1,H1->C0@25%,H1->C0@50%,C0->H1@25%,C0->H1@50%
miplib,neos-2978193-inde,0.017988925051482,0.019670057637079328,0.044004856285546186,0.04299922634246492,0.3207606397382511,0.617678544171151,0.017988925051482,0.017988925051482,0.019670057637079328,0.019670057637079328,0.044004856285546186,0.04400485628554597,0.04299922634246492,0.042999226342464704,0.019670057637079328,0.019670057637079328,0.26967005721832976,0.32076063973825064
miplib,CMS750_4,0.6565619683824513,0.6525921907394142,0.13532154352768608,0.6414402623595976,0.2500464400194518,0.31760981642959224,0.2407393720597985,0.3062961490784325,0.240713438875641,0.306270215894275,0.11413271822217617,0.12066434525655853,0.23891047185757905,0.3041744672943947,0.4103352728581518,0.5605034854777641,0.4241424152651157,0.4241424152651157
ml4co_item_placement,item_placement_67,0.33244020084331005,0.13284870601247006,0.16204558943543237,0.1734532392045364,0.4300477182972315,0.44157110716288284,0.27592020688995045,0.31663192907204113,0.11701780710918207,0.11833272454969662,0.15956255045554946,0.15957755526935025,0.15713548283992415,0.17108412621047348,0.1321565736577923,0.13284870601247006,0.28628878388419354,0.4511360651240357
ml4co_item_placement,item_placement_9912,0.2744328380619951,0.09573115452819415,0.3812219382071652,0.2501289098293243,0.4524539376246931,0.4608749663274498,0.2672494239200901,0.2694618365032545,0.0937544887674802,0.09422354099143906,0.3647824555379516,0.36613991199975043,0.24463670061156811,0.24838138504586965,0.1546256533828357,0.09573115452819415,0.2820411468791226,0.38406764384732367
ml4co_item_placement,item_placement_50,0.23542743449841738,0.1950686075804135,0.3586332234051453,0.3320331303545224,0.5481045825066382,0.5426930079403484,0.22254536139895656,0.22573487424547822,0.18316428533870685,0.1859980621990891,0.3585266559474165,0.34975473004507424,0.3320331303545224,0.331976921296114,0.23183889938393248,0.23183889938393248,0.34572322550602574,0.4686960869897028
ml4co_item_placement,item_placement_56,0.2596922349709229,0.4942913091181738,0.6069512287073267,0.4678880526297794,0.4577518880645685,0.45817733915128994,0.2370172742843155,0.2517817379648935,0.41009094900765863,0.4145183366988904,0.41069744651437284,0.4003922332204707,0.3877618171638419,0.3769537642438036,0.5809650764517407,0.5159726330882141,0.6001336432325911,0.5774579490870193
ml4co_item_placement,item_placement_51,0.2477109560059798,0.15161465763081816,0.24910395001715202,0.2452628940561941,0.40503574729179775,0.30494676880824395,0.2461505940935065,0.20528168493069673,0.15044884803902228,0.14072259900987308,0.23693854411831644,0.19808511382068122,0.2379851548661543,0.19260307988930775,0.19098300201933385,0.17634678954328803,0.3539787948712672,0.41781238119948305
ml4co_item_placement,item_placement_19,0.1551076371651686,0.10147511164276747,0.27175340104452345,0.206566880540457,0.30607165560900323,0.22439872905527178,0.1484580822068071,0.12116735451324807,0.09509031122455713,0.09148068864653934,0.21513935462255068,0.15947992843059383,0.20313603157142224,0.1610615606411367,0.1938057382978706,0.10147511164276747,0.26123563577009795,0.30245578834257897
ml4co_item_placement,item_placement_61,0.3464930304948567,0.2674545145801004,0.6153999337560413,0.36113130277006195,0.46448550469280314,0.3865860458489282,0.3187674218697174,0.2889263799463929,0.26671167411515545,0.2665971989435099,0.4506102412378998,0.37525677580209443,0.3591318102074215,0.3139092417816397,0.29736494081178155,0.296603880576316,0.41844056800596063,0.4535436508061655
ml4co_item_placement,item_placement_20,0.2775863601393042,0.16163890892087165,0.3142463806171067,0.27293490700029976,0.58050551911922,0.3344999765182332,0.26944480524033065,0.2519584335088571,0.1581443940500188,0.15747855473363623,0.3142463806171067,0.29174488393557757,0.27212842789289,0.2530413841952203,0.35393523907233765,0.16163890892087165,0.3451247955562753,0.49950153444821166
ml4co_item_placement,item_placement_9906,0.22965805061591865,0.2556067549284645,0.1809853244818282,0.37931001162389044,0.4617471436747091,0.39194612978252064,0.22628391517217758,0.22495191457148006,0.25196410075453357,0.24724913812785207,0.18081364725183321,0.18066961540524334,0.36064657332851335,0.32166588177474453,0.3838304242856948,0.29973916410280393,0.4245232058487933,0.44732499046886004
ml4co_item_placement,item_placement_65,0.1835205260748373,0.1778648430265742,0.3134732722674182,0.1648111205977297,0.35884897084473344,0.41977541581747074,0.16017547701332283,0.17534056064080636,0.13778691194640916,0.16968421383620874,0.19692547244662534,0.23629181118575474,0.1417564643954391,0.1648111205977297,0.17691266767659386,0.18909889654061685,0.3242023362821567,0.4017192409054379
ml4co_item_placement,item_placement_2,0.26592664887315975,0.11657567758130785,0.3374150131219352,0.3111103985529043,0.380777242233347,0.3884370175672464,0.2511888775711405,0.2504063348786912,0.10943692083517435,0.11124788172998283,0.30824342191820014,0.30968865474792107,0.3000032425730334,0.2964165361302919,0.1434401866176917,0.12077013496033176,0.26407195092430186,0.3242337425134366
ml4co_item_placement,item_placement_54,0.07510279091931647,0.16283570522657795,0.38180788012618205,0.3095475664564919,0.3742579181581647,0.41098646130386807,0.07416554937143262,0.07406625193696197,0.16283570522657795,0.16283570522657795,0.30969866602987073,0.3587663668906412,0.3092420384329084,0.3094211046108393,0.16283570522657795,0.16283570522657795,0.32544774175003227,0.3491535627492718
ml4co_item_placement,item_placement_35,0.21880404135618192,0.13408054341408498,0.4715675694865028,0.2880921687426651,0.46638442412229203,0.4711810154565313,0.21783421774108,0.2177389487737348,0.1337013399507029,0.13346882204443164,0.3952009024923068,0.4131568340569394,0.2875637607392043,0.28732965005487116,0.25525116353474375,0.17551956270041214,0.317373718667524,0.4437182956804336
ml4co_item_placement,item_placement_9924,0.27958612410391576,0.13000241883187363,0.17774574480592933,0.18470900362514525,0.5520069516765248,0.5071077560002891,0.2723966353586776,0.27217005801209504,0.12384026922509808,0.12339905608839757,0.17606879259896704,0.1760817579936183,0.18380503782618354,0.1827163213149391,0.2837741746088492,0.13000241883187363,0.2946971202537733,0.4644395620502337
ml4co_item_placement,item_placement_9902,0.2674992416168501,0.1504646163846752,0.13597794202501612,0.2133514009564003,0.2565569411630709,0.29950137181087844,0.18754133678655666,0.2266559472578651,0.10951739808001845,0.1338594199517585,0.08273964873464866,0.12970315786261213,0.1294182283502348,0.17543713127494526,0.15989995986267289,0.1901663936210876,0.3231353740688231,0.2565569411630709
ml4co_item_placement,item_placement_74,0.2186159059919244,0.2422567615456147,0.12540070299204226,0.21254277796784599,0.48830113356202476,0.42133415615323444,0.2057278256856824,0.2071105493783141,0.2338265320648494,0.23520925575748106,0.12540070299204226,0.12540070299204226,0.21157797227028838,0.2123849421842086,0.29939696326717974,0.2678737385677424,0.39843328221890967,0.4837972409117113
ml4co_item_placement,item_placement_62,0.37770241191304604,0.1516849764736653,0.25325526919882996,0.38139595124232467,0.40555182870972734,0.36540532838685674,0.2911356375330621,0.26238416780332807,0.15136498598472073,0.14925483595295364,0.23661349170010917,0.22734468587237472,0.3529398528785405,0.3252683001899755,0.2662276182941587,0.17397385093894407,0.32035810056379765,0.38757372988983957
ml4co_item_placement,item_placement_9908,0.28419815854648317,0.2386672096502731,0.4509314539602769,0.26082958578760296,0.42364751547431,0.3240529070707033,0.27446917771993573,0.21476299108785954,0.232992241871302,0.1941517142210242,0.3531879120215,0.2639242792200023,0.2606202821326234,0.2303218973737799,0.28550667169133104,0.24859628674570214,0.39888165907625145,0.44818667566561465
ml4co_item_placement,item_placement_9905,0.16054600478233588,0.15429226757156392,0.10046624598636011,0.2677264001929853,0.5572604078117072,0.5666861662045065,0.15697402386730203,0.15693772742512307,0.15136053454133155,0.1513242380991526,0.09960057496986868,0.09958798925081644,0.2658747600575678,0.26610429852269296,0.27890775113680716,0.1656783523880338,0.35085571063997917,0.5105788759374689
ml4co_item_placement,item_placement_69,0.2093494827257075,0.1284155617627927,0.3317121535092904,0.24867971233069092,0.39730442648038167,0.3736260161924312,0.20870034598227186,0.20866306104723395,0.1281794197567259,0.1277737913824062,0.2787646661259464,0.26370137716879366,0.24673599249793313,0.23354372468370185,0.22822464105489015,0.19103938538533718,0.3142176611173387,0.4028268846126519
ml4co_item_placement,item_placement_9910,0.2644987828114675,0.1204048798210567,0.28892322259445885,0.10171825480293001,0.3629654061402257,0.25072111874994113,0.243334888903564,0.17144620723267326,0.11932829987600159,0.11525218967869572,0.27915900740845534,0.22351816040205438,0.10171675588687763,0.1016858027156792,0.1618121348696749,0.1618121348696749,0.27966890404926564,0.3549855804768825
ml4co_item_placement,item_placement_63,0.3337888309709092,0.32109826053009727,0.3655373796195734,0.26220570854302333,0.36192829056914,0.6111108141869083,0.3168068758765064,0.33237333664903884,0.28342721359876427,0.3195572165232422,0.2858572419514936,0.3655373796195734,0.2399407780710558,0.26220570854302333,0.3410604729698573,0.3733698503750666,0.43477752589256013,0.39022907332965595
ml4co_item_placement,item_placement_34,0.2100226422901695,0.243909167045361,0.41319501728882846,0.45700896354260323,0.6560729528519605,0.5308124902042163,0.20977049462066635,0.2100226422901695,0.24365184699517686,0.243909167045361,0.41319321510688733,0.4109235233218068,0.45691027090286457,0.42982859428034,0.29698982314564637,0.2603575214408829,0.40726562880156486,0.5341693972095328
ml4co_item_placement,item_placement_9914,0.12498515781772859,0.11862371081014635,0.31147270966108315,0.12814696735642236,0.3425647071770188,0.27493719060377975,0.12360002723961286,0.11942407785638738,0.11706973153082346,0.11089329537406159,0.2550465291744429,0.19945157456447962,0.1269657085236489,0.12257733550541451,0.17690397552489842,0.1570368109971702,0.2952881464513182,0.352877563267375
ml4co_item_placement,item_placement_9920,0.17595994832641088,0.08658745223950673,0.19501107598985712,0.2586196871157808,0.22869205293562095,0.2111869143038924,0.15062522387147043,0.13886565045316185,0.08466259952402529,0.08401748533193562,0.15316440298342357,0.13911456519566479,0.15784314351805184,0.14113339863106303,0.15116911379899495,0.09245401934917336,0.2354691763809339,0.2414623631350472
ml4co_item_placement,item_placement_9919,0.20769776057046027,0.20808207759461947,0.3811780673118598,0.30186775300325197,0.4451893313246587,0.45618450552057155,0.20237326588552879,0.20348041886802876,0.20618301054389654,0.2072901635263965,0.34743239981703855,0.34790771247007574,0.29437932424358687,0.3002098152916467,0.2698969427828429,0.24428602483388176,0.37087076897080873,0.43131230952300437
ml4co_item_placement,item_placement_73,0.2828253096955749,0.1370086112085194,0.5299634902707938,0.22898587407625987,0.5894682274025296,0.5451854928197499,0.2812059944321177,0.28120615246807473,0.13644102292091537,0.13644118095687244,0.5128118128516641,0.490794051165165,0.22898587407625987,0.22898587407625987,0.18781916936539572,0.18781916936539572,0.33242717855604037,0.4801151579652473
ml4co_item_placement,item_placement_9916,0.13787114547042417,0.17032130469605952,0.14137739480193187,0.12154219769880964,0.3875337012362097,0.2872901840053002,0.12717263312198474,0.12579608856013597,0.14626833503353492,0.14489179047168618,0.14137739480193187,0.13338852531044146,0.12154219769880964,0.11637672582600153,0.22450160822143903,0.17108420907379948,0.30033267092417515,0.33981238205171793
ml4co_item_placement,item_placement_22,0.2605081945243685,0.20754727535477754,0.3461917931360331,0.2676736831198465,0.4330981775353565,0.38857435972660676,0.24547015319725565,0.24423251233898743,0.20634540152958547,0.20653905177773524,0.32479737283045296,0.34030307053429076,0.26595176019203143,0.26696554827280816,0.28183846335978974,0.21112744410904818,0.36705770355025596,0.42354719231938487
ml4co_item_placement,item_placement_27,0.3241389288757823,0.33085671258245164,0.5131274758331686,0.3325515676507196,0.5795257092262361,0.4570433401978559,0.3206663154119907,0.3061052826215174,0.32966945309269335,0.3284296201055141,0.5083414894337592,0.4223706381573721,0.32567422693287656,0.3259209803316329,0.3337871351455165,0.3337871351455165,0.4448548664184505,0.5151567254250895
ml4co_item_placement,item_placement_0,0.3775200347805674,0.38007738630482213,0.5659375779871229,0.43615892701736136,0.6191662479429062,0.6105301684271389,0.3710001338068,0.3708122909135205,0.3796012348475364,0.37431491045824694,0.5088431848199707,0.5014586562641858,0.43599765440213123,0.4270722837809001,0.38007738630482213,0.38007738630482213,0.5079148144181296,0.584884423589482
ml4co_item_placement,item_placement_9901,0.24726090333044945,0.17729624749766074,0.2607865724232695,0.13992615560448735,0.4847086050655745,0.3426292503732211,0.2413644736268407,0.221068279496753,0.1754251218141623,0.1762427294162985,0.260113686849945,0.23377504058470233,0.13809901422072557,0.13922102349472082,0.2230283085098688,0.19443885284330928,0.35459119498898295,0.4366336261690152
ml4co_item_placement,item_placement_26,0.22329541017852844,0.26689690098005764,0.2936891636116084,0.2628453493615837,0.3704200251776076,0.28056746005667654,0.18870566398751845,0.19390200241021366,0.23256870693827034,0.23687271529367235,0.28079894468045724,0.23355919423433796,0.2593132291667481,0.23806492188921535,0.2858919111422093,0.2858919111422093,0.33565839058860025,0.36118669432097605
ml4co_item_placement,item_placement_43,0.3438826255864742,0.21020683621233777,0.4377430233153291,0.13351217243676983,0.506302158998262,0.4736740201160901,0.3438826255864742,0.3348623280143646,0.21020683621233777,0.21020683621233777,0.40158456949454396,0.34559744082092775,0.13350608938175731,0.13343023575627608,0.45634806031524994,0.2466346001338789,0.39894187258492964,0.47993381631523296
ml4co_item_placement,item_placement_59,0.20308677783546647,0.13948305071130518,0.15381997722613078,0.10677114794756361,0.33055035973851143,0.22726804734620756,0.18555912896905288,0.16967004265025068,0.12517048079221185,0.11982622605928528,0.14477541102780828,0.12667670678351906,0.1026791251761594,0.09109860829986002,0.14300368392140536,0.14300368392140536,0.23948391126470892,0.30474296735905265
ml4co_item_placement,item_placement_21,0.2617328271282472,0.22141552109450907,0.29710769431272926,0.17670398451115113,0.5120396806169292,0.435410471302052,0.2524056702318291,0.2493907602344802,0.21596721584152873,0.21843432900617601,0.2733641433041361,0.25945464466449725,0.17609797636761926,0.17670398451115113,0.26323369511815026,0.2307229309257665,0.3839032187660621,0.5446378521577299
ml4co_item_placement,item_placement_31,0.40053131357589966,0.2636200999098567,0.42201654252103515,0.4879468861612484,0.5855107150263404,0.5107953653762951,0.39291268190687106,0.3735558083523669,0.26232573588671887,0.2609964573115313,0.4216315992620778,0.4160398545136753,0.48145742847144035,0.4333930188618783,0.29168546187850725,0.29168546187850725,0.42118927533946926,0.5135531932393784
ml4co_item_placement,item_placement_60,0.14514915326658379,0.49013105716624217,0.5252171061001029,0.38293790359833413,0.5163954343292066,0.598487589225293,0.14276630785045266,0.1427837840523109,0.4294788994284906,0.4834474263219838,0.4633523014457934,0.5183300076027278,0.377277683626495,0.38204888816828103,0.4647107017488651,0.48311386158192876,0.559904151932461,0.5321250959854932
ml4co_item_placement,item_placement_18,0.4574359369887278,0.1984992865056356,0.5399025968565421,0.34278552496974524,0.6325940544821831,0.5368236786136674,0.4545604903318426,0.44696075511476274,0.19731772288402225,0.19808988691843096,0.5288540920081369,0.5186443666717896,0.34092698093250284,0.3412127482750534,0.2669553853619286,0.2669553853619286,0.40327544295655127,0.5415279675845859
ml4co_item_placement,item_placement_23,0.3452159254901111,0.15314084415427986,0.35090675012126726,0.18124463167712287,0.39704739096856867,0.34185187247417204,0.3056886330650052,0.2800949265320194,0.13809603468963774,0.14425119351107524,0.30511369391514,0.25473169397078194,0.1696096224062807,0.17971683253941725,0.18548072915190775,0.15314084415427986,0.28108415281175564,0.3570005113900097
ml4co_item_placement,item_placement_9913,0.1301641995153544,0.24596217264133072,0.3921853040320595,0.11145322415417576,0.3784820829235761,0.32703883397290334,0.12526251570091992,0.12511605302953313,0.23582149809620354,0.23622062066671407,0.3115010460029248,0.27736176154939746,0.11108872020971315,0.11094809180567612,0.2615663163925773,0.2615663163925773,0.3592714748362758,0.3689698513777461
ml4co_item_placement,item_placement_36,0.3171338647903101,0.28201800084709666,0.5854111932939675,0.3062687112787647,0.5690313259290151,0.5988975270241801,0.3098672676313061,0.3108226515572666,0.2666478092849492,0.2702026254158248,0.4869667350771339,0.5392279983461713,0.30606745357755066,0.3058757894047854,0.5098680121677922,0.28201800084709666,0.4517066073709098,0.5348608892107181
ml4co_item_placement,item_placement_9917,0.26078361359521823,0.1368294118694023,0.3927822321924943,0.2905985817669078,0.4338220203083016,0.41587570467487345,0.25297052344187304,0.24802193727490662,0.13311001491763166,0.1340881581643106,0.3836913035125061,0.35039807354230523,0.29058559196660044,0.2905985817669078,0.17619567626590094,0.17619567626590094,0.3183941142322783,0.3655311302637903
ml4co_item_placement,item_placement_30,0.2800708002730267,0.31052841447140916,0.5642266433114015,0.4158164794577501,0.6359872719377495,0.6222421663775235,0.2795570570385913,0.27951408238593695,0.31013200141090563,0.3100701873476865,0.5525787535104477,0.5595406466324027,0.4156047714079341,0.41555526212782906,0.4595006957655853,0.34777415248703536,0.44940208498885714,0.5511453031221895
ml4co_item_placement,item_placement_25,0.1632005234195642,0.10890127001227044,0.3325784197639518,0.31399956189141526,0.4314229548990316,0.24265355821954068,0.1558627456296146,0.14459010052001062,0.10710707278697146,0.10142902545399285,0.3282235778487174,0.21974658268393357,0.31167719080896567,0.2202847338691257,0.10890127001227044,0.10890127001227044,0.25045215379287206,0.35334242701817226
ml4co_item_placement,item_placement_8,0.22055746751231306,0.2071311401436517,0.382474322821404,0.46639737468022857,0.5100984249278898,0.5037981182015728,0.22035476225161213,0.22030061111362736,0.20678136123189547,0.20672563478011613,0.38245668764341645,0.3822592351612775,0.458027693634075,0.4577816852923202,0.22435036844486647,0.22435036844486647,0.35663792570751673,0.430465203722939
ml4co_item_placement,item_placement_58,0.3852011230013482,0.14375081494815553,0.4645863665636219,0.41166219491253203,0.483913077214468,0.495663918245518,0.36689098611497234,0.37118641571912997,0.1375379388863977,0.13724781231093278,0.440349423272475,0.4416877090618401,0.405044964832139,0.4054906705291746,0.19761345499348296,0.18743984567732752,0.3021619811992072,0.4034317752509187
ml4co_item_placement,item_placement_9,0.29992361018323355,0.21230993295783218,0.43464864951319443,0.31328575167804973,0.5833548567418144,0.4921933933796335,0.29836462878669195,0.2983833161805853,0.20986185441031177,0.20988054180420512,0.4344073229575875,0.42699395190399725,0.3132603051472696,0.31210192684809535,0.26387731285111077,0.26387731285111077,0.3922088778759279,0.4829694577207206
ml4co_item_placement,item_placement_72,0.2727260112112659,0.19281054343316437,0.40965439401811915,0.4342333890906882,0.28158338203456845,0.28516730824139563,0.2149437832854517,0.2251880849420912,0.15966903098653,0.1826328820495344,0.2356065606176575,0.24059215767976624,0.25116200364019803,0.24552634920672375,0.23814587532308584,0.20195568345669235,0.33328233640314053,0.3312241412475147
ml4co_item_placement,item_placement_47,0.29112762024834915,0.21882516739672647,0.4788369054301155,0.08007765834865732,0.46942862207631947,0.5568614138000577,0.2891162624722124,0.28911195002160556,0.18254347136379245,0.21846527389197673,0.29345765047622113,0.37847097901480947,0.07978302432813626,0.07977836862376349,0.2118942121255723,0.23259896486257514,0.3924993317905663,0.5508633628481178
ml4co_item_placement,item_placement_9907,0.44151067730251575,0.32632576526598783,0.4453139671170373,0.5778163264514855,0.5269245040761174,0.4639744690103104,0.43660604449649193,0.4174537240920724,0.32336575568283654,0.3074363478119919,0.437891719150369,0.4250541496848993,0.4947634058762553,0.42897921233939257,0.5137076003358445,0.4363360874156096,0.5098432399122274,0.5650382150405238
ml4co_item_placement,item_placement_68,0.2499159045784925,0.40050393814347746,0.4833752315868843,0.3108935625956152,0.5183635231833388,0.5123365658790657,0.23754415889228145,0.23576900946177035,0.37562754117650904,0.3634033713073886,0.3990904523657056,0.40671417775189755,0.2950722730926846,0.3108935625956152,0.4392061235516433,0.44367578097568217,0.5228142183999254,0.5736719521882471
ml4co_item_placement,item_placement_24,0.06536094678707481,0.084444521631889,0.5488561039156674,0.29775172446575876,0.4926788510321228,0.5447581420410981,0.0651530414103418,0.06492176773101838,0.08427640318152094,0.08404512950219753,0.46000433724299944,0.5185383263731872,0.29775172446575876,0.29775172446575876,0.084444521631889,0.084444521631889,0.2601745177430355,0.37658958628814376
ml4co_item_placement,item_placement_12,0.1778783688032868,0.19353135859515327,0.30641567569035205,0.35914547803134605,0.5522403937725086,0.33420739434239655,0.17649746435457567,0.1529005450950378,0.1922723023395087,0.18053947208181229,0.30641567569035205,0.22485887269327146,0.3589932576758381,0.2700827541108344,0.2210663065664759,0.2210663065664759,0.3867005128036446,0.4630903057106046
ml4co_item_placement,item_placement_66,0.2524480344158719,0.24592479384292185,0.43371596748484065,0.3295258198793326,0.45647252549490164,0.4315056059285917,0.24504914463859775,0.23427328563969893,0.24449484779454492,0.24420329408057037,0.38746696195284164,0.3791751177170466,0.3290558227098947,0.31658656016432424,0.24701630516031028,0.2462221628911781,0.3636790360278764,0.4097628118929488
ml4co_item_placement,item_placement_3,0.23151791792554205,0.1944600353416682,0.45551058245589177,0.29358588882111564,0.5434168932550403,0.5090387776426163,0.23126890887433507,0.23130290301927395,0.19429928400370483,0.19433327814864368,0.4145332843388573,0.43062630445061656,0.29308978323757595,0.29345743057379164,0.2803773884197867,0.19783117573613135,0.38604316246145315,0.5098850677475076
ml4co_item_placement,item_placement_9900,0.2588469508188184,0.22719410846256016,0.3939239075128041,0.25595743735518617,0.3750246200671748,0.4571777014133754,0.23754573188643563,0.23855017290200742,0.1893817597495903,0.20667617864254545,0.2500390890869007,0.3266432851074945,0.18245690538320986,0.2555755614078909,0.24115196921261725,0.2589752826325683,0.37695973689648415,0.39586951360351247
ml4co_item_placement,item_placement_5,0.3053184360508261,0.20851937486586836,0.2864451331158094,0.1501855046234794,0.4128046399040769,0.5246665880628183,0.2878827742063851,0.30366552209662667,0.20445321396250826,0.20851937486586836,0.2860981515378611,0.2864451331158094,0.14950977329709675,0.1501855046234794,0.3004232202936593,0.20851937486586836,0.33064035116634394,0.3963255243714564
ml4co_item_placement,item_placement_9909,0.2486918298190469,0.15404957090696,0.19106496749681706,0.4518307878599375,0.45314153332503093,0.45958930234149276,0.2486918298190469,0.24528065628611911,0.1508954602078997,0.1452413050589598,0.18590810030923416,0.18041439553728778,0.3800753430962696,0.3918244688711672,0.3232357338961862,0.18249962252410734,0.33712349406349706,0.41839243762448486
ml4co_item_placement,item_placement_39,0.287494556608456,0.12250179221826961,0.40644467520531297,0.16002178659384367,0.5995778323079063,0.45679373380600113,0.27983902426726354,0.2614559001936507,0.11616046119566993,0.11352791281729614,0.39711150090925584,0.2917622423045147,0.159319781583309,0.15929932492785687,0.16186756520345405,0.12250179221826961,0.3251521900103967,0.533321164304649
ml4co_item_placement,item_placement_71,0.14986481637182317,0.18692940782312562,0.2938997972733945,0.3409255378473762,0.47002348596481247,0.4359577585295558,0.14790267182568764,0.14772111303894836,0.18505240745386967,0.18490639282644772,0.2919466979407404,0.2833577920757081,0.3400226992787024,0.32689847000464956,0.18692940782312562,0.18692940782312562,0.34202401811253585,0.448154676353343
ml4co_item_placement,item_placement_9915,0.30841325184313884,0.22432687796607473,0.36246668823353806,0.2935385246548511,0.2934952556185601,0.24297949079635225,0.19732235355898392,0.15010492376596585,0.199590606185573,0.15306851648803196,0.22171206704469718,0.17610768736003493,0.21193155684325346,0.170978936016886,0.25721991799008087,0.23884696326418237,0.3734305446306963,0.30602787609303217
ml4co_item_placement,item_placement_28,0.12470558325917608,0.23383142731916912,0.4769651409501284,0.16265014241105913,0.50593466153481,0.3224807770054768,0.1225115206726502,0.12029241876587969,0.22878469955891895,0.2242953949841434,0.46626541455889786,0.3204442258307656,0.16229103034252196,0.16154470153245123,0.3674837371567156,0.24399852060283506,0.37544436076741267,0.46251800422275463
ml4co_item_placement,item_placement_57,0.24357587938065478,0.24370132561562405,0.532672898898877,0.29419918276952195,0.42498007089242834,0.441878314537834,0.2424994675005764,0.2406459267362269,0.24285045421666782,0.2432502683390944,0.40588370018477543,0.4046149161323379,0.2866657107685864,0.2828613092699441,0.34552422959878004,0.2703410634348247,0.37841885551717597,0.4316237465249178
ml4co_item_placement,item_placement_14,0.24798416125541972,0.18674793963221956,0.17226720705604828,0.17857187988531092,0.38443040982035803,0.26741973550575876,0.24672048434123753,0.20681153529121418,0.186602066964503,0.15754093772657932,0.17215851071362226,0.17207934667870362,0.17857187988531092,0.16226456860381114,0.367649678231756,0.220338407431333,0.34890500696299465,0.40328660536196037
ml4co_item_placement,item_placement_42,0.44699913341856873,0.1329310681363597,0.2005023460150513,0.3092559920382335,0.28198225402356314,0.30916296413671773,0.25169818001275546,0.24994856030719195,0.1283033336246727,0.12451932469403136,0.19934960114473485,0.18239463017956892,0.2303661875210974,0.22392977615829326,0.1329310681363597,0.1329310681363597,0.23831712490379414,0.25861055366377594
ml4co_item_placement,item_placement_52,0.29774329471071975,0.2543461988684394,0.46259655039884234,0.2888180747063229,0.39472582823643376,0.4712591450116512,0.28698341084297035,0.29448635916916094,0.2374184017483257,0.24866979844801945,0.33738643912963473,0.3828248592181382,0.25352160961695336,0.2834822444169172,0.27409361483196554,0.29152667879021293,0.37793354128255063,0.4259899992679182
ml4co_item_placement,item_placement_9904,0.23467410197434646,0.0689410606545553,0.3557936597556493,0.32467240061306707,0.5275907695155044,0.442866629876918,0.23155968355262463,0.23407798114844272,0.06805316808553699,0.06887461967960545,0.3557824726533665,0.3527082453027058,0.32375059712842674,0.316386340912207,0.11461049704837745,0.0689410606545553,0.2696526484399949,0.4176683568743424
ml4co_item_placement,item_placement_37,0.3347218233882689,0.13422472970784904,0.3537216310988851,0.25656731112568465,0.5908618587170344,0.41032346976570083,0.3341345109467154,0.3071480724746083,0.13394365782700082,0.12609720392732013,0.3537216310988851,0.32826006480712117,0.2562730110968277,0.25610485408883754,0.23452306856579994,0.13422472970784904,0.3459274650855328,0.46825284596410094
ml4co_item_placement,item_placement_11,0.12066912653816722,0.12988152669427241,0.30982345424523694,0.27945019311083513,0.35570657876928674,0.2755822766103462,0.1127875882742935,0.11112387725723491,0.12046756076752292,0.11866027099169299,0.24348225277746557,0.19273061325530916,0.24299601829307785,0.19481564433198176,0.2208245328015076,0.12988152669427241,0.3153643546071764,0.35026744498865275
ml4co_item_placement,item_placement_9922,0.2702944521523533,0.14062886986224055,0.2128481287648635,0.13167423765949396,0.19471157330581548,0.1881268647755276,0.1755355495735824,0.14498289567664543,0.12460678064299406,0.11593031700423635,0.14881228361797233,0.11425023028207507,0.11860696533153693,0.09446326707000864,0.22341018345088368,0.14689678611763365,0.21458748194789337,0.1934494097671629
ml4co_item_placement,item_placement_46,0.31937311733441176,0.17388261450016004,0.47571953881808443,0.46906593506699273,0.6427821007485218,0.5639022629603675,0.31664727740777876,0.31571414382404134,0.1728137423855988,0.17279675416397813,0.47571094657816315,0.47040914093562036,0.4689402896146018,0.4579479649966781,0.35633823546271126,0.17388261450016004,0.3958224338088108,0.5565722743513117
ml4co_item_placement,item_placement_41,0.22141555902037835,0.17820942517408592,0.4819110474033941,0.17683637398680735,0.5485711706892241,0.5850639176472243,0.22094986138053477,0.22119893983565383,0.1777437805635211,0.177992833073441,0.4353063255540207,0.45134876257760204,0.17682592818019377,0.17683637398680735,0.24467352143068008,0.22820881911475344,0.3440729957867159,0.5016001197034285
ml4co_item_placement,item_placement_55,0.42011527489931133,0.3326430364879106,0.3358352396422878,0.2568910163319922,0.5310713061178672,0.5150195865841893,0.39563496384556446,0.36567869611733245,0.3286063793772603,0.3062978696793899,0.32886680175118754,0.2838221606569149,0.25470145715746745,0.22998892765111031,0.37638433188255305,0.38260289687388666,0.5041068210511045,0.5553172495868982
ml4co_item_placement,item_placement_1,0.1812166306153999,0.08611552376839247,0.06776433578685162,0.0804064022507279,0.30383675791056614,0.2640282214168526,0.162226550717078,0.15584628412399212,0.08583001001300532,0.08580580529483996,0.06750210398048016,0.06776433578685162,0.0800257333049575,0.07774745263416602,0.09728511376847143,0.09728511376847143,0.22015289098213586,0.297222391508517
