set,instance,H0,H1,S0,S1,C0,C1,H0||C0,H0||C1,H1||C0,H1||C1,S0||C0,S0||C1,S1||C0,S1||C1,H1->C0@25%,H1->C0@50%,C0->H1@25%,C0->H1@50%
miplib,piperout-27,0.6207786776009029,0.5723068356494588,0.11528193113359438,0.15687035706547697,0.3052868991793833,0.13961504492504132,0.3052868991793833,0.12262366333850828,0.3052868991793833,0.11682469134951888,0.11058685093824282,0.06514264480579865,0.15687035706547697,0.07782917330162706,0.5552868991793825,0.8052868991793817,0.6195392198724379,0.3052868991793833
miplib,p200x1188c,0.0007844384074110106,0.0007862765425791486,0.004263920111816183,0.005396507219185678,0.04340439931737789,0.02190787426412869,0.0007844384074110106,0.0007844384074110106,0.0007862765425791486,0.0007862765425791486,0.004263920111816182,0.0036448480949529383,0.005396507219185676,0.0038292763958657724,0.0007862765425791486,0.0007862765425791486,0.036689578055617275,0.038989486059311164
miplib,ns1952667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
miplib,snp-02-004-104,0.2072526689252507,0.14966092078171436,0.6204564073443691,0.9831429366668988,0.9304941781531129,0.9306157920776916,0.19545152741997063,0.1955731413445494,0.14198610380083757,0.1421077177254163,0.586849189311773,0.5869708032363516,0.9279669932646686,0.9280885813549405,0.15056519167896615,0.15056519167896615,0.3731794023017413,0.6034684299053932
miplib,neos-3046615-murg,0.021634724745600804,0.02014987582607453,0.02082911229841162,0.015990492346020315,0.037907266590908144,0.04148598861584283,0.021576928290379827,0.021340005883607,0.020096956970524035,0.019895804589624123,0.018079463077883877,0.020615138007827223,0.013830731318532297,0.01479120173770649,0.021373594408920425,0.020453743367818227,0.03231264250289316,0.0354410930905801
miplib,n3div36,0.11645347220422202,0.156940024597091,0.48427294987089387,0.42238856037943767,0.11893104488612562,0.13263783167174742,0.06838710773119529,0.06861430015880181,0.08212570030209679,0.08178410773506457,0.11893104488612562,0.13263783167174742,0.11893104488612562,0.13263783167174742,0.18696596120361084,0.156940024597091,0.1253342541601182,0.11370235839122654
miplib,tr12-30,0.00836041474992332,0.008380496207251004,0.00601765127736285,0.008384043006624625,0.0676716840080717,0.23379747912146084,0.00836041474992332,0.00836041474992332,0.008380496207251004,0.008380496207251004,0.00601765127736285,0.00601765127736285,0.008384043006624625,0.008384043006624625,0.010263005355106733,0.008514311073245361,0.062347811604746825,0.06546833761632123
miplib,neos-1445765,0.17524090600553233,0.17348117819455433,0.3240628010534857,0.32409999612890494,0.08815943859693989,0.1418774672861496,0.08760632346329221,0.12309880726665316,0.08727792456887672,0.12200013136839417,0.08812867544518818,0.1408684967196059,0.08813712823932901,0.1406270174439313,0.16008274010247786,0.19063421562845784,0.08824909225565451,0.08832604482915066
miplib,neos17,0.010193347016553549,0.011953166074955494,0.00703447959274057,0.009848947770937757,0.2948368883056382,0.4538916413884961,0.010193347016553549,0.010193347016553549,0.011953166074955494,0.011953166074955494,0.00703447959274057,0.00703447959274057,0.009848947770937757,0.009848947770937757,0.011953166074955494,0.011953166074955494,0.1857375272375482,0.24119978896592
miplib,s100,1.0,1.0,1.0,0.8502520760682655,0.2195238484914924,0.23555656784165552,0.2195238484914924,0.23555656784165552,0.2195238484914924,0.23555656784165552,0.2195238484914924,0.23555656784165552,0.2195238484914924,0.23429736135218926,0.4278753321962305,0.6362268159009685,0.2195238484914924,0.2195238484914924
miplib,50v-10,0.07149084533375175,0.05801814147432906,0.1187359356687838,0.10300401069917857,0.26038407814990183,0.27640748837498585,0.07149084533375175,0.07149084533375175,0.05801814147432906,0.05801814147432906,0.1187359356687838,0.11871974571038976,0.10300401069917857,0.10156962235892047,0.061011593464408743,0.05922187448509548,0.2030618453960135,0.24991562813708118
miplib,chromaticindex1024-7,0.12042835411654475,0.07239799243398011,1.0,1.0,0.8964466920820996,0.8907190782503069,0.12042835411654475,0.12042835411654475,0.07239799243398011,0.07239799243398011,0.8964466920820996,0.8907190782503069,0.8964466920820996,0.8907190782503069,0.07239799243398011,0.07239799243398011,0.3223979924339801,0.5723979924339802
miplib,mad,0.7948774605160316,0.8407889266668531,0.8556515505189692,0.7741155361935375,0.8929160030383358,0.8672020021321125,0.7948774605160316,0.7938201687677732,0.8407889266668531,0.8405296111865052,0.8539418455309465,0.8392721533916933,0.7741155361935375,0.7741155361935375,0.8583203206182964,0.8583203206182964,0.8726943721534399,0.8931128920382717
miplib,decomp2,0.05278068471622343,0.03725946918323946,0.04869404548468689,0.07672076181819042,0.009040476454817205,0.01349557462651622,0.009040476454817205,0.01349557462651622,0.009040476454817205,0.01349557462651622,0.009040476454817205,0.01349557462651622,0.009040476454817205,0.01349557462651622,0.03725946918323946,0.03725946918323946,0.009040476454817205,0.009040476454817205
miplib,supportcase26,0.03857616461759515,0.06337968309085767,0.062094842844385705,0.06426322377289989,0.041265009144479406,0.04931174085256588,0.026878495032022467,0.02880223133391542,0.03349774922126324,0.03810743171572468,0.034357178534376996,0.039121747961652346,0.027669443020281674,0.03071812721886698,0.059509285691606115,0.06678165460644106,0.05652026899169989,0.05806070420096044
miplib,istanbul-no-cutoff,0.05829016124407866,0.07312523269217756,0.10071290546054995,0.11642995361296521,0.10161086288065393,0.1555555901611941,0.055816629494365104,0.03687536638873256,0.06790768860885657,0.04275985684651335,0.0730308814833467,0.056965409265296175,0.06976655808173836,0.04704702994795375,0.09155350695265728,0.07312523269217756,0.10315878044831166,0.12188812853525785
miplib,neos-1171737,0.07316900774472161,0.06971358285334281,0.14206163564030563,0.12054207097307004,0.06057481241358631,0.06681531203128636,0.05217888719034716,0.05371925761160625,0.04769631932038432,0.05063060581236263,0.057500576822947215,0.0631030574246389,0.04336267240654607,0.04426653536271008,0.07412854371412589,0.07156754531513547,0.062084660661344895,0.06782977696929256
miplib,gen-ip054,0.005102580132738583,0.0032392583283142695,0.003348284186201761,0.0032893398289698325,0.012000285270342033,0.02185328498493875,0.004769273251241153,0.003989866308241723,0.0032106835693529174,0.0031370703544855135,0.003348284186201761,0.0030094258339928115,0.003231835345710402,0.0028413167314361486,0.0034747093123011865,0.0034747093123011865,0.010648944402422552,0.011454881953117934
miplib,drayage-100-23,0.014825133224381882,0.025568882822036374,0.15087490816358276,0.13526814928395303,0.07168894366323793,0.07356708590720379,0.01423472746400893,0.014195856843466505,0.02348725153295618,0.022375949136957316,0.058064696101624076,0.05319226288964824,0.05797928569327593,0.05308426533582073,0.025568882822036374,0.025568882822036374,0.07197923835838127,0.07168894366323793
miplib,h80x6320d,0.08552944628971718,0.07512143277769995,0.6301398859436248,0.6244273309840962,0.47490071067499634,0.4827317360250839,0.06890951195299795,0.06889880250065689,0.06056646905537418,0.06055575960303312,0.47490071067499634,0.4827317360250839,0.4730503314202069,0.4807413316809407,0.07512143277769995,0.07512143277769995,0.18519755333549248,0.3078160899764861
