sol,instance,strategy,seed,feasible,worst_bound,worst_int,worst_row_rel,obj_recomputed,obj_reported,obj_rel_err,unknown_vars
load_balancing_9913__C:HEU__s0.json.gz,load_balancing_9913.mps.gz,C:HEU,0,True,1.9248935778648363e-16,0.0,2.1596786213743868e-14,703.0,703.0,0.0,0
load_balancing_9914__A:heu_10__s0.json.gz,load_balancing_9914.mps.gz,A:heu_10,0,True,1.0547118733938987e-15,0.0,3.165041466524692e-13,682.0,682.0,0.0,0
load_balancing_9914__A:heu_cb__s0.json.gz,load_balancing_9914.mps.gz,A:heu_cb,0,True,1.0547118733938987e-15,0.0,3.165041466524692e-13,682.0,682.0,0.0,0
load_balancing_9914__C:HEU__s0.json.gz,load_balancing_9914.mps.gz,C:HEU,0,True,1.0547118733938987e-15,0.0,3.165041466524692e-13,682.0,682.0,0.0,0
load_balancing_9915__A:heu_10__s0.json.gz,load_balancing_9915.mps.gz,A:heu_10,0,True,1.0547118733938987e-15,0.0,1.09778584536506e-13,708.0,708.0,0.0,0
load_balancing_9915__A:heu_cb__s0.json.gz,load_balancing_9915.mps.gz,A:heu_cb,0,True,1.0547118733938987e-15,0.0,1.09778584536506e-13,708.0,708.0,0.0,0
load_balancing_9915__C:HEU__s0.json.gz,load_balancing_9915.mps.gz,C:HEU,0,True,1.0547118733938987e-15,0.0,1.09778584536506e-13,708.0,708.0,0.0,0
load_balancing_9916__A:heu_10__s0.json.gz,load_balancing_9916.mps.gz,A:heu_10,0,True,1.4432899320127035e-15,0.0,2.7631079440080597e-13,726.0,726.0,0.0,0
load_balancing_9916__A:heu_cb__s0.json.gz,load_balancing_9916.mps.gz,A:heu_cb,0,True,1.4432899320127035e-15,0.0,2.7631079440080597e-13,726.0,726.0,0.0,0
load_balancing_9916__C:HEU__s0.json.gz,load_balancing_9916.mps.gz,C:HEU,0,True,1.4432899320127035e-15,0.0,2.7631079440080597e-13,726.0,726.0,0.0,0
load_balancing_9917__A:heu_10__s0.json.gz,load_balancing_9917.mps.gz,A:heu_10,0,True,3.375077994860476e-14,0.0,2.1068660563999227e-12,762.0,762.0,0.0,0
