scheme,T,family,policy,n,cost,sbs,sbs_cost,vbs_cost,headroom_pct,closed_gap,closed_gap_lo,closed_gap_hi,ttt_sgm,reached_target,choice_dist
pooled,10,miplib,laya-zeroshot,80,0.5094909306343173,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,0.07939423953115175,-0.2511931036673077,0.35857287273620797,12.52327464032378,0.2625,"{""H0"": 12, ""H1"": 0, ""S0"": 4, ""S1"": 25, ""C0"": 39, ""C1"": 0}"
pooled,10,miplib,mip-laya,80,0.47206808989926613,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,0.30404651144235834,-0.047696221210710585,0.5533726379123752,10.870728035757304,0.325,"{""H0"": 10, ""H1"": 32, ""S0"": 8, ""S1"": 4, ""C0"": 26, ""C1"": 0}"
pooled,10,ml4co_item_placement,best-fixed(train),25,0.38035872668121457,H1,0.38035872668121457,0.3165015381658575,16.78867448961593,0.0,0.0,0.0,20.0,0.0,"{""H0"": 0, ""H1"": 25, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_item_placement,best-default-solver(train),25,0.47804298423903446,H1,0.38035872668121457,0.3165015381658575,16.78867448961593,-1.5297300089296566,-4.1458320896174214,-0.37915109778459716,20.0,0.0,"{""H0"": 0, ""H1"": 0, ""S0"": 25, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_item_placement,rules,25,0.4110163729875622,H1,0.38035872668121457,0.3165015381658575,16.78867448961593,-0.4800970261785763,-2.2931848044712995,0.29731049205355475,19.30175442500554,0.04,"{""H0"": 0, ""H1"": 0, ""S0"": 0, ""S1"": 25, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_item_placement,lightgbm,25,0.3853267665729194,H1,0.38035872668121457,0.3165015381658575,16.78867448961593,-0.07779922679355183,-1.0733338571585374,0.4187274194088218,20.0,0.0,"{""H0"": 2, ""H1"": 13, ""S0"": 1, ""S1"": 9, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_item_placement,mlp,25,0.38035872668121457,H1,0.38035872668121457,0.3165015381658575,16.78867448961593,0.0,0.0,0.0,20.0,0.0,"{""H0"": 0, ""H1"": 25, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_item_placement,oracle,25,0.3165015381658575,H1,0.38035872668121457,0.3165015381658575,16.78867448961593,1.0,1.0,1.0,20.0,0.0,"{""H0"": 2, ""H1"": 11, ""S0"": 3, ""S1"": 9, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_item_placement,random(expected),25,0.5282750125196545,H1,0.38035872668121457,0.3165015381658575,16.78867448961593,-2.3163607618407354,-4.709904812867979,-1.253362053161875,19.916224854535034,0.0,
pooled,10,ml4co_item_placement,laya-zeroshot,25,0.7165126800942975,H1,0.38035872668121457,0.3165015381658575,16.78867448961593,-5.264152106105346,-11.17883647286268,-3.1789992011489385,20.0,0.0,"{""H0"": 0, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 25, ""C1"": 0}"
pooled,10,ml4co_item_placement,mip-laya,25,0.38035872668121457,H1,0.38035872668121457,0.3165015381658575,16.78867448961593,0.0,0.0,0.0,20.0,0.0,"{""H0"": 0, ""H1"": 25, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_load_balancing,best-fixed(train),25,0.23803902535573124,S0,0.16419676670046965,0.12240136987020776,25.454457886193165,-1.7667557734921715,-4.011056235287647,-0.473765539616101,18.763425421172073,0.04,"{""H0"": 0, ""H1"": 25, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_load_balancing,best-default-solver(train),25,0.16419676670046965,S0,0.16419676670046965,0.12240136987020776,25.454457886193165,0.0,0.0,0.0,16.31374723890665,0.12,"{""H0"": 0, ""H1"": 0, ""S0"": 25, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_load_balancing,rules,25,0.2434603924709537,S0,0.16419676670046965,0.12240136987020776,25.454457886193165,-1.896467835737675,-4.081279322702397,-0.6569722870716453,18.81916078489587,0.04,"{""H0"": 25, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_load_balancing,lightgbm,25,0.15918137001619573,S0,0.16419676670046965,0.12240136987020776,25.454457886193165,0.11999878131657148,-0.060068522391912536,0.35298121107602676,17.304690025349753,0.08,"{""H0"": 2, ""H1"": 1, ""S0"": 20, ""S1"": 0, ""C0"": 0, ""C1"": 2}"
pooled,10,ml4co_load_balancing,mlp,25,0.16078451446698327,S0,0.16419676670046965,0.12240136987020776,25.454457886193165,0.08164181924971552,0.0,0.26669892295897757,16.31374723890665,0.12,"{""H0"": 1, ""H1"": 0, ""S0"": 24, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,ml4co_load_balancing,oracle,25,0.12240136987020776,S0,0.16419676670046965,0.12240136987020776,25.454457886193165,1.0,1.0,1.0,18.516263390794435,0.04,"{""H0"": 1, ""H1"": 6, ""S0"": 7, ""S1"": 0, ""C0"": 10, ""C1"": 1}"
pooled,10,ml4co_load_balancing,random(expected),25,0.2098590479717216,S0,0.16419676670046965,0.12240136987020776,25.454457886193165,-1.0925193857279103,-2.217768652535885,-0.47978180616688354,18.41336479330542,0.04,
pooled,10,ml4co_load_balancing,laya-zeroshot,25,0.25545931140061795,S0,0.16419676670046965,0.12240136987020776,25.454457886193165,-2.183554927610349,-4.0184586176781565,-1.2005818847403766,17.4071638859073,0.12,"{""H0"": 0, ""H1"": 0, ""S0"": 0, ""S1"": 17, ""C0"": 8, ""C1"": 0}"
pooled,10,ml4co_load_balancing,mip-laya,25,0.1612909517879427,S0,0.16419676670046965,0.12240136987020776,25.454457886193165,0.06952475949272478,-0.12335461843661451,0.24165620033319143,17.45973086286589,0.08,"{""H0"": 3, ""H1"": 0, ""S0"": 22, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,pglib_uc,best-fixed(train),33,0.8725131889415269,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-4.901486035499411,-40.40125866662851,-1.0078922349978328,17.712891101848076,0.09090909090909091,"{""H0"": 0, ""H1"": 33, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,pglib_uc,best-default-solver(train),33,0.992726502159323,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-15.967791639346846,-72.40044088268327,-7.308947135357575,20.0,0.0,"{""H0"": 0, ""H1"": 0, ""S0"": 33, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,10,pglib_uc,rules,33,0.8831739452024632,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.882868077086685,-51.983403462741045,-0.578239166378637,17.667906547124552,0.09090909090909091,"{""H0"": 12, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 21, ""C1"": 0}"
pooled,10,pglib_uc,lightgbm,33,0.8831739452024632,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.882868077086685,-62.980683326906885,-0.6070550689423194,17.667906547124552,0.09090909090909091,"{""H0"": 13, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 20}"
pooled,10,pglib_uc,mlp,33,0.8831739452024632,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.882868077086685,-50.99460163995848,-0.7695175109319012,17.667906547124552,0.09090909090909091,"{""H0"": 12, ""H1"": 0, ""S0"": 20, ""S1"": 0, ""C0"": 0, ""C1"": 1}"
pooled,10,pglib_uc,oracle,33,0.8084053272365971,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,1.0,1.0,1.0,18.41388313886475,0.06060606060606061,"{""H0"": 23, ""H1"": 3, ""S0"": 0, ""S1"": 0, ""C0"": 5, ""C1"": 2}"
pooled,10,pglib_uc,random(expected),33,0.8777357278844151,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.382249857933015,-39.59874643876222,-1.8766270043842228,19.481766414979496,0.0,
pooled,10,pglib_uc,laya-zeroshot,33,0.8787211850816385,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.47296668631148,-29.659628330536435,-1.7691706487302328,20.0,0.0,"{""H0"": 0, ""H1"": 0, ""S0"": 0, ""S1"": 33, ""C0"": 0, ""C1"": 0}"
pooled,10,pglib_uc,mip-laya,33,0.8718639440349352,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-4.841719422669532,-41.4902811019156,-0.8389179744298374,19.10206975897379,0.030303030303030304,"{""H0"": 0, ""H1"": 30, ""S0"": 0, ""S1"": 0, ""C0"": 3, ""C1"": 0}"
lofo,10,ALL,best-fixed(train),313,0.5402742404608029,H1,0.4308114231567286,0.33059965358440885,23.26116815520531,-1.0923149822743954,-1.42471203088184,-0.8220424830626251,15.929264636964739,0.12779552715654952,"{""H0"": 0, ""H1"": 213, ""S0"": 0, ""S1"": 0, ""C0"": 100, ""C1"": 0}"
lofo,10,ALL,best-default-solver(train),313,0.5617222219160861,H1,0.4308114231567286,0.33059965358440885,23.26116815520531,-1.306341553672328,-1.7826937528200841,-0.922551306951103,16.50359195827775,0.10862619808306709,"{""H0"": 100, ""H1"": 0, ""S0"": 113, ""S1"": 0, ""C0"": 100, ""C1"": 0}"
lofo,10,ALL,rules,313,0.4484336137186425,H1,0.4308114231567286,0.33059965358440885,23.26116815520531,-0.1758495098641731,-0.4248212258305305,0.0023920555599354883,16.22543293597059,0.1182108626198083,"{""H0"": 143, ""H1"": 0, ""S0"": 38, ""S1"": 109, ""C0"": 23, ""C1"": 0}"
lofo,10,ALL,lightgbm,313,0.43367729186991416,H1,0.4308114231567286,0.33059965358440885,23.26116815520531,-0.028598125004841376,-0.14319659506598834,0.05661877139973898,15.71613583923072,0.14057507987220447,"{""H0"": 140, ""H1"": 137, ""S0"": 8, ""S1"": 3, ""C0"": 3, ""C1"": 22}"
lofo,10,ALL,mlp,313,0.4390474547828323,H1,0.4308114231567286,0.33059965358440885,23.26116815520531,-0.0821862707469706,-0.2383289801936261,0.054571863865594525,16.14602801424276,0.12779552715654952,"{""H0"": 114, ""H1"": 133, ""S0"": 34, ""S1"": 29, ""C0"": 3, ""C1"": 0}"
lofo,10,ALL,oracle,313,0.33059965358440885,H1,0.4308114231567286,0.33059965358440885,23.26116815520531,1.0,1.0,1.0,15.0899742518756,0.14057507987220447,"{""H0"": 60, ""H1"": 92, ""S0"": 54, ""S1"": 49, ""C0"": 48, ""C1"": 10}"
lofo,10,ALL,random(expected),313,0.47951978499699605,H1,0.4308114231567286,0.33059965358440885,23.26116815520531,-0.4860543032833695,-0.7564272365167044,-0.2839970608367596,17.651916629145923,0.07028753993610223,
lofo,10,ALL,laya-zeroshot,313,0.5352846487697507,H1,0.4308114231567286,0.33059965358440885,23.26116815520531,-1.0425245064416009,-1.5497103134349834,-0.6353248751899657,16.95360080287217,0.10223642172523961,"{""H0"": 13, ""H1"": 0, ""S0"": 4, ""S1"": 117, ""C0"": 179, ""C1"": 0}"
lofo,10,ALL,mip-laya,313,0.42200058145838704,H1,0.4308114231567286,0.33059965358440885,23.26116815520531,0.08792222446469275,-0.05055702670430806,0.20433639346968846,15.82428027585689,0.14057507987220447,"{""H0"": 13, ""H1"": 210, ""S0"": 25, ""S1"": 0, ""C0"": 65, ""C1"": 0}"
lofo,10,miplib,best-fixed(train),80,0.5275009850183014,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,-0.028721540969093632,-0.5894517288973179,0.3573075970054787,10.98150361869391,0.325,"{""H0"": 0, ""H1"": 80, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,miplib,best-default-solver(train),80,0.550657071513547,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,-0.16772935912376802,-0.7581125749315027,0.2258041830854872,11.86061434038431,0.2875,"{""H0"": 0, ""H1"": 0, ""S0"": 80, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,miplib,rules,80,0.5100355928035759,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,0.07612458946331407,-0.4704144163917166,0.41643622706518346,11.815044632886147,0.275,"{""H0"": 31, ""H1"": 0, ""S0"": 38, ""S1"": 9, ""C0"": 2, ""C1"": 0}"
lofo,10,miplib,lightgbm,80,0.5231449851547947,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,-0.002572129364828811,-0.5169198666835947,0.394318198516166,11.025320687038725,0.3125,"{""H0"": 28, ""H1"": 37, ""S0"": 7, ""S1"": 3, ""C0"": 3, ""C1"": 2}"
lofo,10,miplib,mlp,80,0.5432783254030167,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,-0.12343416279373565,-0.7227718765703647,0.2881881905635787,11.65184262575488,0.3,"{""H0"": 14, ""H1"": 18, ""S0"": 34, ""S1"": 12, ""C0"": 2, ""C1"": 0}"
lofo,10,miplib,oracle,80,0.35613533596037017,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,1.0,1.0,1.0,8.759571198190564,0.3875,"{""H0"": 20, ""H1"": 16, ""S0"": 8, ""S1"": 10, ""C0"": 22, ""C1"": 4}"
lofo,10,miplib,random(expected),80,0.5382368129371651,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,-0.0931695648349435,-0.5147637001335991,0.1622428877297348,14.292216365819117,0.1875,
lofo,10,miplib,laya-zeroshot,80,0.5094909306343173,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,0.07939423953115175,-0.24772481085295556,0.34182549030532466,12.52327464032378,0.2625,"{""H0"": 12, ""H1"": 0, ""S0"": 4, ""S1"": 25, ""C0"": 39, ""C1"": 0}"
lofo,10,miplib,mip-laya,80,0.516669961799064,C0,0.5227165168079089,0.35613533596037017,31.868359902764464,0.036297947811877444,-0.5146693106602455,0.36174778394448415,10.696505984414124,0.3375,"{""H0"": 3, ""H1"": 52, ""S0"": 25, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_item_placement,best-fixed(train),100,0.7342130835188275,H1,0.39159446535707515,0.34418011767799184,12.10802293537233,-7.226053608935286,-10.706401839289654,-5.168348240163523,20.0,0.0,"{""H0"": 0, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 100, ""C1"": 0}"
lofo,10,ml4co_item_placement,best-default-solver(train),100,0.7342130835188275,H1,0.39159446535707515,0.34418011767799184,12.10802293537233,-7.226053608935286,-10.650999236810145,-5.4094655626496655,20.0,0.0,"{""H0"": 0, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 100, ""C1"": 0}"
lofo,10,ml4co_item_placement,rules,100,0.4482692666245699,H1,0.39159446535707515,0.34418011767799184,12.10802293537233,-1.195309100340036,-2.4386995593284064,-0.465080358944221,19.823218852225708,0.01,"{""H0"": 0, ""H1"": 0, ""S0"": 0, ""S1"": 100, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_item_placement,lightgbm,100,0.39159446535707515,H1,0.39159446535707515,0.34418011767799184,12.10802293537233,0.0,0.0,0.0,18.945705957832388,0.05,"{""H0"": 0, ""H1"": 100, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_item_placement,mlp,100,0.3937658139158037,H1,0.39159446535707515,0.34418011767799184,12.10802293537233,-0.04579517941330676,-0.1770694572802213,0.06862220269117185,18.945705957832388,0.05,"{""H0"": 0, ""H1"": 95, ""S0"": 0, ""S1"": 5, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_item_placement,oracle,100,0.34418011767799184,H1,0.39159446535707515,0.34418011767799184,12.10802293537233,1.0,1.0,1.0,19.393697107028522,0.02,"{""H0"": 6, ""H1"": 55, ""S0"": 8, ""S1"": 31, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_item_placement,random(expected),100,0.5507159084126703,H1,0.39159446535707515,0.34418011767799184,12.10802293537233,-3.3559766367046535,-5.103967241285625,-2.337482729136139,19.74980899155699,0.0,
lofo,10,ml4co_item_placement,laya-zeroshot,100,0.7342130835188275,H1,0.39159446535707515,0.34418011767799184,12.10802293537233,-7.226053608935286,-10.096978555479366,-5.174577119716893,20.0,0.0,"{""H0"": 0, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 100, ""C1"": 0}"
lofo,10,ml4co_item_placement,mip-laya,100,0.3935599442055373,H1,0.39159446535707515,0.34418011767799184,12.10802293537233,-0.041453250854893,-0.14204107067421162,0.0,18.945705957832388,0.05,"{""H0"": 0, ""H1"": 99, ""S0"": 0, ""S1"": 0, ""C0"": 1, ""C1"": 0}"
lofo,10,ml4co_load_balancing,best-fixed(train),100,0.24691514875814058,S0,0.16634216605598287,0.13891477128483445,16.48854011070029,-2.9376826845732538,-4.350468940026148,-1.7117199727155423,16.41014494555642,0.11,"{""H0"": 0, ""H1"": 100, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_load_balancing,best-default-solver(train),100,0.25585206815510764,S0,0.16634216605598287,0.13891477128483445,16.48854011070029,-3.2635218490850813,-5.077242589318393,-2.041547159318362,16.580330737149225,0.11,"{""H0"": 100, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_load_balancing,rules,100,0.25585206815510764,S0,0.16634216605598287,0.13891477128483445,16.48854011070029,-3.2635218490850813,-5.21555466535317,-2.0672880398514577,16.580330737149225,0.11,"{""H0"": 100, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_load_balancing,lightgbm,100,0.25585206815510764,S0,0.16634216605598287,0.13891477128483445,16.48854011070029,-3.2635218490850813,-4.9767985903096355,-2.2068860163792077,16.580330737149225,0.11,"{""H0"": 100, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_load_balancing,mlp,100,0.25585206815510764,S0,0.16634216605598287,0.13891477128483445,16.48854011070029,-3.2635218490850813,-4.840229844504296,-2.1582923140862538,16.580330737149225,0.11,"{""H0"": 100, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,ml4co_load_balancing,oracle,100,0.13891477128483445,S0,0.16634216605598287,0.13891477128483445,16.48854011070029,1.0,1.0,1.0,16.799204506628648,0.09,"{""H0"": 11, ""H1"": 18, ""S0"": 38, ""S1"": 8, ""C0"": 21, ""C1"": 4}"
lofo,10,ml4co_load_balancing,random(expected),100,0.22993877807633797,S0,0.16634216605598287,0.13891477128483445,16.48854011070029,-2.3187259508604154,-3.3444217225211315,-1.6328177501752668,18.055605434910124,0.07,
lofo,10,ml4co_load_balancing,laya-zeroshot,100,0.24365713154609764,S0,0.16634216605598287,0.13891477128483445,16.48854011070029,-2.818895711212221,-4.1698861071267945,-1.9788672856304883,17.284253767888202,0.11,"{""H0"": 1, ""H1"": 0, ""S0"": 0, ""S1"": 59, ""C0"": 40, ""C1"": 0}"
lofo,10,ml4co_load_balancing,mip-laya,100,0.22603655396925945,S0,0.16634216605598287,0.13891477128483445,16.48854011070029,-2.1764512601856976,-3.445774383015065,-1.2802021930846292,17.32653684204162,0.09,"{""H0"": 10, ""H1"": 26, ""S0"": 0, ""S1"": 0, ""C0"": 64, ""C1"": 0}"
lofo,10,pglib_uc,best-fixed(train),33,0.8725131889415269,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-4.901486035499411,-42.67035963418014,-0.5782115591148449,17.712891101848076,0.09090909090909091,"{""H0"": 0, ""H1"": 33, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,pglib_uc,best-default-solver(train),33,0.992726502159323,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-15.967791639346846,-121.48988824453895,-7.247596434079956,20.0,0.0,"{""H0"": 0, ""H1"": 0, ""S0"": 33, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
lofo,10,pglib_uc,rules,33,0.8831739452024632,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.882868077086685,-61.76597838168477,-0.8499132368418594,17.667906547124552,0.09090909090909091,"{""H0"": 12, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 21, ""C1"": 0}"
lofo,10,pglib_uc,lightgbm,33,0.8831739452024632,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.882868077086685,-47.923897365635426,-0.4786553062380645,17.667906547124552,0.09090909090909091,"{""H0"": 12, ""H1"": 0, ""S0"": 1, ""S1"": 0, ""C0"": 0, ""C1"": 20}"
lofo,10,pglib_uc,mlp,33,0.8787211850816385,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.47296668631148,-42.51506874324288,-1.9826337439176251,20.0,0.0,"{""H0"": 0, ""H1"": 20, ""S0"": 0, ""S1"": 12, ""C0"": 1, ""C1"": 0}"
lofo,10,pglib_uc,oracle,33,0.8084053272365971,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,1.0,1.0,1.0,18.41388313886475,0.06060606060606061,"{""H0"": 23, ""H1"": 3, ""S0"": 0, ""S1"": 0, ""C0"": 5, ""C1"": 2}"
lofo,10,pglib_uc,random(expected),33,0.8777357278844151,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.382249857933015,-42.13415457614315,-1.8920365806618633,19.481766414979496,0.0,
lofo,10,pglib_uc,laya-zeroshot,33,0.8787211850816385,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-5.47296668631148,-51.603427409681466,-1.8611548132411628,20.0,0.0,"{""H0"": 0, ""H1"": 0, ""S0"": 0, ""S1"": 33, ""C0"": 0, ""C1"": 0}"
lofo,10,pglib_uc,mip-laya,33,0.8725131889415269,C0,0.8192683304394005,0.8084053272365971,1.3259395974670762,-4.901486035499411,-31.694016190687172,-1.0609939172945213,17.712891101848076,0.09090909090909091,"{""H0"": 0, ""H1"": 33, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,30,ALL,best-fixed(train),163,0.3927089328234182,H1,0.3927089328234182,0.29354019840695766,25.252477376431823,0.0,0.0,0.0,24.450751341872987,0.5030674846625767,"{""H0"": 0, ""H1"": 163, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,30,ALL,best-default-solver(train),163,0.40699573425560487,H1,0.3927089328234182,0.29354019840695766,25.252477376431823,-0.1440655819221113,-0.2651380208774182,-0.05132243383649299,27.490146762159284,0.4233128834355828,"{""H0"": 163, ""H1"": 0, ""S0"": 0, ""S1"": 0, ""C0"": 0, ""C1"": 0}"
pooled,30,ALL,rules,163,0.39675550801268317,H1,0.3927089328234182,0.29354019840695766,25.252477376431823,-0.04080494939333741,-0.3834857142746419,0.2302013111128123,28.86357142831286,0.39263803680981596,"{""H0"": 68, ""H1"": 0, ""S0"": 38, ""S1"": 34, ""C0"": 23, ""C1"": 0}"
